,Symbol,Owner,Relationship,Date,Cost,# Shares,Value($),Total Shares,Filing,Type,currentprice,movingaverage
1,ONDS,Reisfield Derek,Director,"Jun 15, 2021",$8.35,5000,41750,29314,"Jun 17, 2021, 08:32 PM",buy,7.96999979019165,9.467185186456751
2,AMHG,Pruitt Michael D,CEO,"Jun 17, 2021",$0.57,1250,715,20876,"Jun 17, 2021, 08:19 PM",buy,0.5379999876022339,0.6300089284777641
3,PDSB,Ali-Jackson Kamil,Director,"Jun 15, 2021",$8.50,11764,99994,11764,"Jun 17, 2021, 07:09 PM",buy,11.520000457763672,4.371999994251463
4,PDSB,VAN VOORHEES SETH,Chief Financial Officer,"Jun 15, 2021",$8.50,17647,150000,17647,"Jun 17, 2021, 06:52 PM",buy,11.520000457763672,4.371999994251463
5,GRTX,West Linda,Director,"Jun 15, 2021",$9.13,10000,91300,40000,"Jun 17, 2021, 06:41 PM",buy,9.199999809265137,10.023055545488994
6,RIG,Perestroika,Director,"Jun 16, 2021",$4.20,2000000,8400000,72740354,"Jun 17, 2021, 06:31 PM",buy,3.880000114440918,2.832611119416025
7,RIG,Perestroika,Director,"Jun 15, 2021",$4.17,3000000,12510000,70740354,"Jun 17, 2021, 06:31 PM",buy,3.880000114440918,2.832611119416025
8,RIG,Mohn Frederik Wilhelm,Director,"Jun 16, 2021",$4.20,2000000,8400000,72740354,"Jun 17, 2021, 06:29 PM",buy,3.880000114440918,2.832611119416025
9,RIG,Mohn Frederik Wilhelm,Director,"Jun 15, 2021",$4.17,3000000,12510000,70740354,"Jun 17, 2021, 06:29 PM",buy,3.880000114440918,2.832611119416025
10,ASAN,Moskovitz Dustin A.,"President, CEO, & Chair","Jun 16, 2021",$49.64,160000,7943101,2350000,"Jun 17, 2021, 06:08 PM",buy,57.79999923706055,31.606777795155843
11,ASAN,Moskovitz Dustin A.,"President, CEO, & Chair","Jun 15, 2021",$46.56,160000,7449354,2190000,"Jun 17, 2021, 06:08 PM",buy,57.79999923706055,31.606777795155843
12,EMMA,Niihara Yutaka,Chairman and CEO,"Jun 15, 2021",$1.60,1990,3184,10763121,"Jun 17, 2021, 05:04 PM",buy,1.590000033378601,1.2874999990065892
13,EMMA,Niihara Yutaka,Chairman and CEO,"Jun 16, 2021",$1.60,500,800,10763621,"Jun 17, 2021, 05:04 PM",buy,1.590000033378601,1.2874999990065892
14,IGR,Stam Heidi,Director,"Jun 16, 2021",$8.95,2794,25006,10820,"Jun 17, 2021, 04:44 PM",buy,8.680000305175781,7.2554444577958845
15,GEO,ZOLEY GEORGE C,Chairman & CEO,"Jun 15, 2021",$6.75,166644,1124047,3000000,"Jun 17, 2021, 04:40 PM",buy,7.619999885559082,8.071333320935567
16,NNBR,Veltman Warren A,President and CEO,"Jun 17, 2021",$7.05,20000,141000,213624,"Jun 17, 2021, 04:34 PM",buy,6.849999904632568,6.825222232606676
17,ALZN,AULT MILTON C III,10% Owner,"Jun 15, 2021",$5.00,2000000,10000000,5094555,"Jun 17, 2021, 04:31 PM",buy,9.029999732971191,10.742500066757202
18,CTHR,SYKES OLLIN B,Director,"Jun 16, 2021",$2.65,10000,26500,1371000,"Jun 17, 2021, 04:30 PM",buy,2.7300000190734863,1.996944444709354
19,CTHR,SYKES OLLIN B,Director,"Jun 15, 2021",$2.65,5000,13250,1361000,"Jun 17, 2021, 04:30 PM",buy,2.7300000190734863,1.996944444709354
20,XAIR,BECK DOUGLAS,Chief Financial Officer,"Jun 16, 2021",$5.38,1000,5380,22460,"Jun 17, 2021, 04:23 PM",buy,5.130000114440918,5.6295555353164675
21,PFSI,NANJI FARHAD,Director,"Jun 16, 2021",$62.12,25000,1553000,3395482,"Jun 17, 2021, 04:12 PM",buy,62.529998779296875,60.630111037360294
22,PFSI,NANJI FARHAD,Director,"Jun 15, 2021",$61.93,168915,10460906,3370482,"Jun 17, 2021, 04:12 PM",buy,62.529998779296875,60.630111037360294
23,MGNX,BIOTECH TARGET N V,10% Owner,"Jun 15, 2021",$20.53,75000,1539615,6100564,"Jun 17, 2021, 02:54 PM",buy,21.889999389648438,25.53027776082357
24,MGNX,BIOTECH TARGET N V,10% Owner,"Jun 16, 2021",$21.04,100000,2104390,6200564,"Jun 17, 2021, 02:54 PM",buy,21.889999389648438,25.53027776082357
25,ENBP,Lefever Willis R,Director,"Jun 17, 2021",$21.75,100,2175,12382,"Jun 17, 2021, 02:25 PM",buy,21.6200008392334,20.159111150105794
26,FGBI,Smith Edgar R. III,Director,"Jun 10, 2021",$19.35,344,6656,12451,"Jun 17, 2021, 02:25 PM",buy,18.59000015258789,17.185611157947115
27,FGBI,Smith Edgar R. III,Director,"Jun 14, 2021",$19.35,2621,50716,17447,"Jun 17, 2021, 02:25 PM",buy,18.59000015258789,17.185611157947115
28,FGBI,Smith Edgar R. III,Director,"Jun 11, 2021",$19.35,2375,45956,14826,"Jun 17, 2021, 02:25 PM",buy,18.59000015258789,17.185611157947115
29,GABC,Bawel Zachary W,Director,"Jun 15, 2021",$39.60,21,832,9849,"Jun 17, 2021, 02:20 PM",buy,37.61000061035156,37.55100006527371
30,CBKM,Goris Bradley,Director,"Jun 15, 2021",$19.67,328,6452,11175,"Jun 17, 2021, 02:19 PM",buy,19.700000762939453,18.714111200968425
31,CBKM,PADEN FRANK L,Director,"Jun 15, 2021",$19.67,115,2262,5775,"Jun 17, 2021, 02:16 PM",buy,19.700000762939453,18.714111200968425
32,UMH,Mitchell William Edward,Director,"Jun 15, 2021",$21.50,47,1011,8031,"Jun 17, 2021, 02:00 PM",buy,21.360000610351562,17.351611116197375
33,HIE,"Saba Capital Management, L.P.",10% Owner,"Jun 15, 2021",$10.71,40601,434837,2808949,"Jun 17, 2021, 01:28 PM",buy,10.350000381469727,8.517944471041362
34,HIE,"Saba Capital Management, L.P.",10% Owner,"Jun 16, 2021",$10.74,54686,587328,2863635,"Jun 17, 2021, 01:28 PM",buy,10.350000381469727,8.517944471041362
35,TPL,STAHL MURRAY,Director,"Jun 16, 2021",$1564.00,10,15640,888,"Jun 17, 2021, 11:49 AM",buy,1516.9200439453125,1060.8615541246202
36,TPL,STAHL MURRAY,Director,"Jun 16, 2021",$1564.00,1,1564,1342,"Jun 17, 2021, 11:49 AM",buy,1516.9200439453125,1060.8615541246202
37,TPL,STAHL MURRAY,Director,"Jun 16, 2021",$1564.00,12,18768,228315,"Jun 17, 2021, 11:49 AM",buy,1516.9200439453125,1060.8615541246202
38,TPL,STAHL MURRAY,Director,"Jun 16, 2021",$1564.00,2,3128,102297,"Jun 17, 2021, 11:49 AM",buy,1516.9200439453125,1060.8615541246202
39,TPL,STAHL MURRAY,Director,"Jun 16, 2021",$1564.00,3,4692,1190,"Jun 17, 2021, 11:49 AM",buy,1516.9200439453125,1060.8615541246202
40,TPL,STAHL MURRAY,Director,"Jun 16, 2021",$1564.00,1,1564,42864,"Jun 17, 2021, 11:49 AM",buy,1516.9200439453125,1060.8615541246202
41,CPTA),Carroll Larry W.,Director,"Jun 16, 2021",$25.87,3400,87958,60558,"Jun 17, 2021, 11:48 AM",buy,na,na
42,SQFT,Bentzen Edwin H IV,Chief Accounting Officer,"Jun 16, 2021",$24.63,200,4927,200,"Jun 17, 2021, 11:29 AM",buy,4.010000228881836,3.6912500099702314
43,FRAF,Craig Kevin W,Director,"Jun 16, 2021",$30.20,4305,130011,10079,"Jun 17, 2021, 09:42 AM",buy,30.600000381469727,28.246222241719565
44,FRAF,Carmack Karen K,SVP,"Jun 16, 2021",$30.20,1,30,1640,"Jun 17, 2021, 09:38 AM",buy,30.600000381469727,28.246222241719565
45,FRAF,Kerlin Stanley J,Director,"Jun 16, 2021",$30.20,497,15009,35123,"Jun 17, 2021, 09:35 AM",buy,30.600000381469727,28.246222241719565
46,FRAF,Cekovich Ronald L,SVP,"Jun 16, 2021",$30.20,3,91,7919,"Jun 17, 2021, 09:31 AM",buy,30.600000381469727,28.246222241719565
47,GBDC,Golub David,Chief Executive Officer,"Jun 16, 2021",$15.67,5000,78363,2233401,"Jun 17, 2021, 09:22 AM",buy,15.1899995803833,14.57877779536777
48,GBDC,Golub David,Chief Executive Officer,"Jun 15, 2021",$15.52,5000,77583,2228401,"Jun 17, 2021, 09:22 AM",buy,15.1899995803833,14.57877779536777
49,GBDC,Golub Lawrence E,Chairman,"Jun 16, 2021",$15.67,5000,78363,2233401,"Jun 17, 2021, 09:20 AM",buy,15.1899995803833,14.57877779536777
50,GBDC,Golub Lawrence E,Chairman,"Jun 15, 2021",$15.52,5000,77583,2228401,"Jun 17, 2021, 09:20 AM",buy,15.1899995803833,14.57877779536777
51,BKYI,DEPASQUALE MICHAEL W,Chief Executive Officer,"Jun 16, 2021",$4.00,2000,8000,20458,"Jun 17, 2021, 08:02 AM",buy,4.110000133514404,3.714888889259762
52,NHF,DONDERO JAMES D,See Remarks,"Jun 16, 2021",$14.29,2600,37154,2242698,"Jun 16, 2021, 08:58 PM",buy,14.050000190734863,11.072944434483846
53,NHF,DONDERO JAMES D,See Remarks,"Jun 15, 2021",$14.38,6000,86280,2240098,"Jun 16, 2021, 08:58 PM",buy,14.050000190734863,11.072944434483846
54,NHF,DONDERO JAMES D,See Remarks,"Jun 14, 2021",$14.32,14737,211034,2234098,"Jun 16, 2021, 08:58 PM",buy,14.050000190734863,11.072944434483846
55,ARES,BUSH ANTOINETTE COOK,Director,"Jun 14, 2021",$58.79,5106,300182,12395,"Jun 16, 2021, 08:52 PM",buy,57.189998626708984,49.97794437408447
56,VERO,Della Penna Domenic,Chief Financial Officer,"Jun 15, 2021",$2.41,40000,96218,66663,"Jun 16, 2021, 08:38 PM",buy,2.7300000190734863,2.254388882054223
57,RFIL,Holdsworth Mark Keith,Director,"Jun 16, 2021",$7.38,53818,397053,368607,"Jun 16, 2021, 07:51 PM",buy,7.389999866485596,5.820111110475328
58,JMP,WEDBUSH SECURITIES INC,10% Owner,"Jun 14, 2021",$5.82,250,1455,2164500,"Jun 16, 2021, 07:00 PM",buy,6.03000020980835,4.5532777865727745
59,JMP,WEDBUSH SECURITIES INC,10% Owner,"Jun 15, 2021",$5.87,250,1467,2164750,"Jun 16, 2021, 07:00 PM",buy,6.03000020980835,4.5532777865727745
60,JMP,WEDBUSH SECURITIES INC,10% Owner,"Jun 14, 2021",$5.82,250,1455,2164500,"Jun 16, 2021, 07:00 PM",buy,6.03000020980835,4.5532777865727745
61,JMP,WEDBUSH SECURITIES INC,10% Owner,"Jun 15, 2021",$5.87,250,1467,2164750,"Jun 16, 2021, 07:00 PM",buy,6.03000020980835,4.5532777865727745
62,JANX,Thompson Peter A.,Director,"Jun 15, 2021",$17.00,705853,11999501,2760366,"Jun 16, 2021, 06:20 PM",buy,19.68000030517578,20.18499978383382
63,JANX,Reardon Tighe,Acting Chief Financial Officer,"Jun 15, 2021",$17.00,629411,10699987,4479492,"Jun 16, 2021, 06:11 PM",buy,19.68000030517578,20.18499978383382
64,SIG,Branch Andre,Director,"Jun 15, 2021",$73.58,2700,198665,3428,"Jun 16, 2021, 05:23 PM",buy,73.05000305175781,44.19133336808947
65,BH,"BIGLARI, SARDAR",Chairman and CEO,"Jun 16, 2021",$899.79,73,65685,81649,"Jun 16, 2021, 05:09 PM",buy,167.05999755859375,125.85627729627821
66,BH,"BIGLARI, SARDAR",Chairman and CEO,"Jun 15, 2021",$915.00,75,68625,81576,"Jun 16, 2021, 05:09 PM",buy,167.05999755859375,125.85627729627821
67,CBKM,Lober Ralph J II,CEO & President,"Jun 16, 2021",$19.85,66,1310,36538,"Jun 16, 2021, 05:00 PM",buy,19.700000762939453,18.714111200968425
68,UHAL,Willow Grove Holdings LP,10% Owner,"Jun 15, 2021",$551.76,81810,45139307,831775,"Jun 16, 2021, 04:41 PM",buy,526.510009765625,502.0702219645182
69,UHAL,SHOEN EDWARD J,Chairman/President,"Jun 15, 2021",$551.76,81810,45139307,8424659,"Jun 16, 2021, 04:41 PM",buy,526.510009765625,502.0702219645182
70,KFS,Fitzgerald John Taylor Maloney,President and CEO,"Jun 15, 2021",$5.15,404,2081,1941293,"Jun 16, 2021, 04:25 PM",buy,4.900000095367432,4.307611123720805
71,CUBI,Sidhu Samvir S.,Head of Corporate Development,"Jun 14, 2021",$39.53,6000,237184,67926,"Jun 16, 2021, 03:35 PM",buy,37.599998474121094,25.397722185982598
72,SNPX,Alkon Daniel L.,Chief Scientific Officer,"Jun 14, 2021",$8.26,10000,82600,11484,"Jun 16, 2021, 01:01 PM",buy,9.930000305175781,8.040225556022243
73,SNPX,Silverman Joshua,Director,"Jun 14, 2021",$8.30,10000,83000,15000,"Jun 16, 2021, 01:00 PM",buy,9.930000305175781,8.040225556022243
74,CNOB,Boswell Stephen T.,Director,"Jun 15, 2021",$27.19,2200,59821,47214,"Jun 16, 2021, 12:49 PM",buy,25.940000534057617,22.4733888996972
75,FUNC,Rodeheaver Carissa Lynn,"Chairman, President & CEO","Jun 15, 2021",$19.08,209,3988,30790,"Jun 16, 2021, 12:28 PM",buy,18.65999984741211,16.55466667281257
76,TELA,"EW HEALTHCARE PARTNERS FUND 2, L.P.",See footnote 2,"Jun 14, 2021",$12.50,79970,999625,1784232,"Jun 16, 2021, 12:17 PM",buy,15.0,14.975500011444092
77,TPL,STAHL MURRAY,Director,"Jun 15, 2021",$1539.50,12,18474,228303,"Jun 16, 2021, 11:52 AM",buy,1516.9200439453125,1060.8615541246202
78,TPL,STAHL MURRAY,Director,"Jun 15, 2021",$1539.50,2,3079,102295,"Jun 16, 2021, 11:52 AM",buy,1516.9200439453125,1060.8615541246202
79,TPL,STAHL MURRAY,Director,"Jun 15, 2021",$1539.50,3,4619,1187,"Jun 16, 2021, 11:52 AM",buy,1516.9200439453125,1060.8615541246202
80,TPL,STAHL MURRAY,Director,"Jun 15, 2021",$1539.50,1,1540,42863,"Jun 16, 2021, 11:52 AM",buy,1516.9200439453125,1060.8615541246202
81,TPL,STAHL MURRAY,Director,"Jun 15, 2021",$1539.50,10,15395,878,"Jun 16, 2021, 11:52 AM",buy,1516.9200439453125,1060.8615541246202
82,TPL,STAHL MURRAY,Director,"Jun 15, 2021",$1539.50,1,1540,1341,"Jun 16, 2021, 11:52 AM",buy,1516.9200439453125,1060.8615541246202
83,VLY,WILLIAMS SIDNEY S,Director,"Jun 15, 2021",$13.81,174,2402,4616,"Jun 16, 2021, 11:16 AM",buy,12.90999984741211,11.463444436921014
84,CVV,ROSENBAUM LEONARD A,Director,"Jun 15, 2021",$4.27,5620,23992,751548,"Jun 16, 2021, 10:23 AM",buy,4.25,4.563833337359958
85,GLP,Global GP LLC,General Partner,"Jun 15, 2021",$26.40,5412,142877,121296,"Jun 16, 2021, 10:22 AM",buy,25.979999542236328,19.880333312352498
86,GLP,Global GP LLC,General Partner,"Jun 14, 2021",$26.62,25000,665500,115884,"Jun 16, 2021, 10:22 AM",buy,25.979999542236328,19.880333312352498
87,NYCB,Dahya Hanif,Director,"Jun 15, 2021",$11.91,20000,238194,171301,"Jun 15, 2021, 07:07 PM",buy,10.970000267028809,10.85322223769294
88,XPMIX,Long Robert W.,Pres. & Prin. Exec. Officer,"Jun 11, 2021",$35.77,6989,249997,21574,"Jun 15, 2021, 07:05 PM",buy,na,na
89,CORT,BAKER G LEONARD JR,Director,"Jun 11, 2021",$21.53,50000,1076500,1046838,"Jun 15, 2021, 07:01 PM",buy,22.5,23.328277778625488
90,CORT,BAKER G LEONARD JR,Director,"Jun 11, 2021",$21.53,100000,2153000,3308303,"Jun 15, 2021, 07:01 PM",buy,22.5,23.328277778625488
91,BATL,ROGERS WILLIAM D,Director,"Jun 15, 2021",$13.44,2000,26880,2000,"Jun 15, 2021, 07:00 PM",buy,13.170000076293945,9.864755558967591
92,XPMIX,SITTEMA THOMAS KENT,Director,"Jun 11, 2021",$35.77,6989,249997,23386,"Jun 15, 2021, 06:42 PM",buy,na,na
93,FWRD,Mayes George S JR,Director,"Jun 14, 2021",$91.53,500,45765,2177,"Jun 15, 2021, 06:26 PM",buy,87.66999816894531,81.24122216966417
94,AMHG,Pruitt Michael D,CEO,"Jun 15, 2021",$0.60,1000,600,34029,"Jun 15, 2021, 06:18 PM",buy,0.5379999876022339,0.6300089284777641
95,ONCT,Leavitt Chase C.,General Counsel/Secretary,"Jun 11, 2021",$5.45,1500,8175,1500,"Jun 15, 2021, 06:00 PM",buy,5.269999980926514,5.216777773698171
96,BGSF,Allen C. David JR,Director,"Jun 11, 2021",$12.18,3000,36540,27752,"Jun 15, 2021, 05:48 PM",buy,12.34000015258789,12.656722185346815
97,BGSF,Allen C. David JR,Director,"Jun 11, 2021",$12.16,10528,128020,24752,"Jun 15, 2021, 05:48 PM",buy,12.34000015258789,12.656722185346815
98,NWFL,Nolan Alexandra K,Director,"Jun 14, 2021",$25.40,5000,127000,156778,"Jun 15, 2021, 05:40 PM",buy,25.350000381469727,25.95972228580051
99,ASAN,Moskovitz Dustin A.,"President, CEO, & Chair","Jun 14, 2021",$47.10,160000,7536048,2030000,"Jun 15, 2021, 05:37 PM",buy,57.79999923706055,31.606777795155843
100,ASAN,Moskovitz Dustin A.,"President, CEO, & Chair","Jun 11, 2021",$45.70,160000,7311418,1870000,"Jun 15, 2021, 05:37 PM",buy,57.79999923706055,31.606777795155843
1,SAFE,ISTAR INC.,10% Owner,"Jun 15, 2021",$78.30,12771,999969,35200292,"Jun 15, 2021, 05:35 PM",buy,76.43000030517578,71.52727756500244
2,SAFE,ISTAR INC.,10% Owner,"Jun 14, 2021",$78.16,12793,999901,35200292,"Jun 15, 2021, 05:35 PM",buy,76.43000030517578,71.52727756500244
3,SAFE,ISTAR INC.,10% Owner,"Jun 11, 2021",$76.53,13066,999941,35200292,"Jun 15, 2021, 05:35 PM",buy,76.43000030517578,71.52727756500244
4,CLVT,ROEDEL RICHARD,Director,"Jun 11, 2021",$26.08,19193,500457,39395,"Jun 15, 2021, 05:08 PM",buy,25.579999923706055,28.04670390336873
5,MQ,"ICONIQ Strategic Partners III, L.P.",10% Owner,"Jun 11, 2021",$27.00,153051,4132377,153051,"Jun 15, 2021, 05:04 PM",buy,30.200000762939453,30.72250008583069
6,MQ,"ICONIQ Strategic Partners III, L.P.",10% Owner,"Jun 11, 2021",$27.00,143245,3867615,143245,"Jun 15, 2021, 05:04 PM",buy,30.200000762939453,30.72250008583069
7,GBDC,Golub David,Chief Executive Officer,"Jun 11, 2021",$15.54,5000,77686,2218401,"Jun 15, 2021, 04:48 PM",buy,15.1899995803833,14.57877779536777
8,GBDC,Golub David,Chief Executive Officer,"Jun 15, 2021",$15.66,5000,78281,2223401,"Jun 15, 2021, 04:48 PM",buy,15.1899995803833,14.57877779536777
9,ATRA,Yarema Kristin,Chief Commercial Officer,"Jun 11, 2021",$14.50,2021,29305,93549,"Jun 15, 2021, 04:02 PM",buy,15.010000228881836,16.845750024583605
10,ATRA,Yarema Kristin,Chief Commercial Officer,"Jun 14, 2021",$14.57,32333,471065,125882,"Jun 15, 2021, 04:02 PM",buy,15.010000228881836,16.845750024583605
11,HRTH,Linscott Brian,Chief Operating Officer,"Jun 11, 2021",$6.25,900,5625,111904,"Jun 15, 2021, 04:01 PM",buy,6.539999961853027,3.6458888828754423
12,NKSH,Dooley John Elliott,Director,"Jun 15, 2021",$35.50,500,17750,8100,"Jun 15, 2021, 03:51 PM",buy,34.630001068115234,32.77811108695136
13,HVBC,Marino Robert Joseph,Director,"Jun 15, 2021",$20.98,194,4069,71072,"Jun 15, 2021, 02:39 PM",buy,21.25,17.333938852945963
14,CSTR,Duncan Denis J.,Chief Financial Officer,"Jun 14, 2021",$21.13,9640,203693,54440,"Jun 15, 2021, 02:20 PM",buy,20.25,15.841666597790189
15,FRST,Diaz Deborah,Director,"Jun 15, 2021",$15.59,1606,25038,6611,"Jun 15, 2021, 12:51 PM",buy,15.100000381469727,8.01533333659172
16,FRST,Diaz Deborah,Director,"Jun 14, 2021",$15.51,1290,20008,5005,"Jun 15, 2021, 12:51 PM",buy,15.100000381469727,8.01533333659172
17,IBCP,Kruse Ronia F,Director,"Jun 11, 2021",$22.60,1000,22600,1000,"Jun 15, 2021, 11:59 AM",buy,21.100000381469727,20.105277872085573
18,TPL,STAHL MURRAY,Director,"Jun 14, 2021",$1498.00,2,2996,102293,"Jun 15, 2021, 11:40 AM",buy,1516.9200439453125,1060.8615541246202
19,TPL,STAHL MURRAY,Director,"Jun 14, 2021",$1498.00,3,4494,1184,"Jun 15, 2021, 11:40 AM",buy,1516.9200439453125,1060.8615541246202
20,TPL,STAHL MURRAY,Director,"Jun 14, 2021",$1498.00,1,1498,42862,"Jun 15, 2021, 11:40 AM",buy,1516.9200439453125,1060.8615541246202
21,TPL,STAHL MURRAY,Director,"Jun 14, 2021",$1498.00,10,14980,868,"Jun 15, 2021, 11:40 AM",buy,1516.9200439453125,1060.8615541246202
22,TPL,STAHL MURRAY,Director,"Jun 14, 2021",$1498.00,1,1498,1340,"Jun 15, 2021, 11:40 AM",buy,1516.9200439453125,1060.8615541246202
23,TPL,STAHL MURRAY,Director,"Jun 14, 2021",$1498.00,12,17976,228291,"Jun 15, 2021, 11:40 AM",buy,1516.9200439453125,1060.8615541246202
24,FGBI,Smith Edgar R. III,Director,"May 27, 2021",$19.35,548,10604,8492,"Jun 15, 2021, 11:15 AM",buy,18.59000015258789,17.185611157947115
25,FGBI,Smith Edgar R. III,Director,"Jun 09, 2021",$19.35,3615,69950,12107,"Jun 15, 2021, 11:15 AM",buy,18.59000015258789,17.185611157947115
26,CPTA,Carroll Larry W.,Director,"Jun 14, 2021",$26.31,3000,78930,57158,"Jun 15, 2021, 11:13 AM",buy,24.649999618530273,15.915522273381551
27,HIE,"Saba Capital Management, L.P.",10% Owner,"Jun 14, 2021",$10.70,22821,244185,2768348,"Jun 15, 2021, 09:59 AM",buy,10.350000381469727,8.517944471041362
28,HIE,"Saba Capital Management, L.P.",10% Owner,"Jun 11, 2021",$10.71,40000,428400,2745527,"Jun 15, 2021, 09:59 AM",buy,10.350000381469727,8.517944471041362
29,OPK,FROST PHILLIP MD ET AL,CEO & Chairman,"Jun 14, 2021",$3.62,200000,723927,192971694,"Jun 15, 2021, 07:24 AM",buy,3.700000047683716,4.303722226619721
30,OBTX,Hawkins Michael W,CFO,"Jun 14, 2021",$4.75,20200,95950,55200,"Jun 15, 2021, 06:15 AM",buy,6.550000190734863,2.472583330836561
31,NYCB,Savarese Lawrence J.,Director,"Jun 14, 2021",$11.71,3700,43327,87176,"Jun 15, 2021, 06:02 AM",buy,10.970000267028809,10.85322223769294
32,NYCB,Savarese Lawrence J.,Director,"Jun 14, 2021",$11.73,8300,97359,17800,"Jun 15, 2021, 06:02 AM",buy,10.970000267028809,10.85322223769294
33,NYCB,Savarese Lawrence J.,Director,"Jun 14, 2021",$11.69,5700,66605,5700,"Jun 15, 2021, 06:02 AM",buy,10.970000267028809,10.85322223769294
34,OPEN,Keffer Pueo,Director,"Jun 14, 2021",$17.37,56818,986735,247115,"Jun 14, 2021, 09:14 PM",buy,16.709999084472656,22.40308337741428
35,MELI,Calemzuk Emiliano,Director,"Jun 12, 2020",$876.75,170,149048,170,"Jun 14, 2021, 08:17 PM",buy,1468.06005859375,1521.8484456380208
36,EMMA,Niihara Yutaka,Chairman and CEO,"Jun 14, 2021",$1.60,1416,2266,10761131,"Jun 14, 2021, 08:02 PM",buy,1.590000033378601,1.2874999990065892
37,EMMA,Niihara Yutaka,Chairman and CEO,"Jun 11, 2021",$1.58,800,1264,10759715,"Jun 14, 2021, 08:02 PM",buy,1.590000033378601,1.2874999990065892
38,EMMA,Niihara Yutaka,Chairman and CEO,"Jun 10, 2021",$1.65,1000,1650,10758915,"Jun 14, 2021, 08:02 PM",buy,1.590000033378601,1.2874999990065892
39,BH,"BIGLARI, SARDAR",Chairman and CEO,"Jun 11, 2021",$915.33,537,491532,81463,"Jun 14, 2021, 07:11 PM",buy,167.05999755859375,125.85627729627821
40,BH,"BIGLARI, SARDAR",Chairman and CEO,"Jun 10, 2021",$899.89,245,220473,80926,"Jun 14, 2021, 07:11 PM",buy,167.05999755859375,125.85627729627821
41,BH,"BIGLARI, SARDAR",Chairman and CEO,"Jun 14, 2021",$905.00,38,34390,81501,"Jun 14, 2021, 07:11 PM",buy,167.05999755859375,125.85627729627821
42,NURO,"Topline Capital Management, LLC",See Explanation in Footnotes,"Jun 10, 2021",$3.42,28238,96574,570478,"Jun 14, 2021, 06:50 PM",buy,3.630000114440918,2.9787222299310896
43,SQFT,Sragovicz Adam,Chief Financial Officer,"Jun 11, 2021",$25.00,1000,25000,1000,"Jun 14, 2021, 06:22 PM",buy,4.010000228881836,3.6912500099702314
44,NURO,"Topline Capital Partners, LP",10% Owner,"Jun 10, 2021",$3.42,28238,96574,570478,"Jun 14, 2021, 06:22 PM",buy,3.630000114440918,2.9787222299310896
45,NYCB,Rosenfeld Ronald A.,Director,"Jun 14, 2021",$11.58,20000,231600,119786,"Jun 14, 2021, 06:18 PM",buy,10.970000267028809,10.85322223769294
46,CERC,NEIL GARRY ARTHUR,Chief Scientific Officer,"Jun 10, 2021",$2.28,3692,8418,81372,"Jun 14, 2021, 05:04 PM",buy,3.6700000762939453,2.83252778450648
47,CERC,Greenway Schond L.,CFO,"Jun 10, 2021",$2.68,652,1747,1652,"Jun 14, 2021, 05:03 PM",buy,3.6700000762939453,2.83252778450648
48,CERC,Harrell James Archie Jr,Chief Commercial Officer,"Jun 10, 2021",$2.28,7493,17084,35673,"Jun 14, 2021, 05:02 PM",buy,3.6700000762939453,2.83252778450648
49,GLW,Ferguson Roger W. Jr.,Director,"Jun 14, 2021",$42.14,1420,59839,6938,"Jun 14, 2021, 04:10 PM",buy,38.70000076293945,39.107222165001765
50,LMST,Kooman Kevin James,Director,"Jun 10, 2021",$16.25,232,3770,307906,"Jun 14, 2021, 04:06 PM",buy,16.520000457763672,14.083611101574368
51,KFS,STILWELL JOSEPH,Director,"Jun 10, 2021",$4.99,342589,1710752,4450978,"Jun 14, 2021, 03:45 PM",buy,4.900000095367432,4.307611123720805
52,NWFL,Nolan Alexandra K,Director,"Jun 11, 2021",$25.59,10000,255900,151778,"Jun 14, 2021, 02:41 PM",buy,25.350000381469727,25.95972228580051
